song_id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist,similarity,URL
31,0.022007259,0.899071926,285240,0.637917006,1.31e-06,2,0.159,0.740134187,1,0.0534,0.467277456,4,0.27,1,Blasé (feat. Future & Rae Sremmurd),Ty Dolla $ign,0.9748725317486108,https://open.spotify.com/track/1UYLxZIL4IicS6TaPUZFTH
32,0.035977148,0.97099768,213000,0.593165175,0.0,8,0.358,0.840591644,1,0.0713,0.461708034,4,0.424,1,Best Friend,Young Thug,0.976370008861824,https://open.spotify.com/track/3rPtS4nfpy7PsARctAWpzd
33,0.032560053,0.719257541,280831,0.553498779,0.0,5,0.0987,0.830161635,1,0.141,0.577726976,4,0.429,1,Hercules,Young Thug,0.976718896695652,https://open.spotify.com/track/5MD2QLnFM2ChpKAh33z0zr
34,0.118590449,0.792343387,232880,0.683685924,0.0,9,0.0842,0.772369625,1,0.0458,0.420710087,4,0.683,1,Who Be Lovin Me (feat. ILOVEMAKONNEN),Santigold,0.9901220822990481,https://open.spotify.com/track/3QJ8oFG4wmUNUnMDoAbvzK
35,0.043012344,0.63225058,230693,0.575874695,0.0,0,0.183,0.851875572,0,0.323,0.367955118,4,0.372,1,Check,Young Thug,0.9807139452330502,https://open.spotify.com/track/4VosVUajzm6nzGlSb6nP3L
36,0.29849046,0.696055684,175613,0.822009764,0.0,7,0.489,0.889935956,1,0.081,0.585349212,4,0.855,1,Poppin' My Collar,Three 6 Mafia,0.9890215031229985,https://open.spotify.com/track/5zd9TgduWbfFXwgnm3K3Rz
37,0.056781227,0.848027842,205879,0.541293735,0.0,1,0.341,0.779566941,1,0.194,0.54939582,4,0.677,1,Jumpman,Drake,0.9791881306908189,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ
38,0.012861504,0.725058005,213507,0.701993491,0.0,9,0.126,0.852698994,0,0.126,0.514165578,4,0.571,1,11-Jul,Beyoncé,0.9774693179688774,https://open.spotify.com/track/6i99ThziImjuFABb8rUQvy
39,0.135675925,0.759860789,237187,0.586045566,5.5e-05,1,0.126,0.78273864,0,0.0327,0.444690678,4,0.848,1,Somebody's Watching Me,Rockwell,0.9940698986256482,https://open.spotify.com/track/7jwQlYGpOml9ETGre1HqGA
40,0.000409207,0.70649652,324541,0.851505289,0.625,11,0.358,0.823940226,1,0.0476,0.449921853,4,0.622,1,Bang That,Disclosure,0.9659789525584456,https://open.spotify.com/track/5wKVFoSD7ppsjTvsniDGes
41,0.003575045,0.740139211,186122,0.393816111,0.0,8,0.333,0.742482464,1,0.164,0.578339321,4,0.069,1,I Don't Sell Molly No More,ILoveMakonnen,0.9600158313973854,https://open.spotify.com/track/7DpXKT1mT5yuSSoF5qA66z
42,0.001564989,0.582366589,183000,0.790480065,1.54e-06,10,0.0772,0.846813053,0,0.0473,0.537003126,4,0.318,1,Versace Python,Riff Raff,0.9606715427540241,https://open.spotify.com/track/3oGcwblXqImjpbPdrKPlDx
43,0.002439364,0.578886311,378893,0.679617575,0.00856,11,0.525,0.83799939,0,0.242,0.445693758,5,0.0891,1,Monster,Kanye West,0.9693006752343031,https://open.spotify.com/track/2UREu1Y8CO4jXkbvqAtP7g
44,0.535677067,0.600928074,234526,0.817941416,0.0,7,0.156,0.884080512,1,0.455,0.689051274,4,0.624,1,OOOUUU,Young M.A.,0.9671477828075555,https://open.spotify.com/track/7JYsArznYOjX2jsrT3UEnL
45,0.006338872,0.687935035,213093,0.832180635,0.0,2,0.164,0.845318695,1,0.108,0.277759634,4,0.607,1,Return Of The Mack - C & J Street Mix,Mark Morrison,0.9593302131770641,https://open.spotify.com/track/1D29RL4SARNkDOq31rE4vO
46,0.001826297,0.670533643,386160,0.753864931,0.711,2,0.0575,0.682616651,1,0.0575,0.387357703,4,0.947,1,Fantastic Man,William Onyeabor,0.9656846421600367,https://open.spotify.com/track/1ETZhP9orTkDclKEyt0xqm
47,0.09276123,0.773781903,175240,0.48738812,0.000408,1,0.144,0.591491308,1,0.0456,0.330864514,4,0.832,1,Right Place Wrong Time,Dr. John,0.9799859427364473,https://open.spotify.com/track/0I2ELF6uHlL4ABu9aFiou7
48,0.376882644,0.781902552,252547,0.859641985,0.00457,5,0.0745,0.820219579,0,0.0653,0.473249277,3,0.973,1,Azon de ma gnin kpevi,T. P. Orchestre Poly-Rythmo,0.9895718184403515,https://open.spotify.com/track/20ceozAUScFBQmNbmjRmvV
49,0.183917269,0.689095128,576888,0.95829943,0.058,3,0.182,0.862549558,1,0.0689,0.343233881,4,0.93,1,Odofo Nyi Akyiri Biara,Ebo Taylor,0.9693689177555364,https://open.spotify.com/track/50IyuH9qLwaAb8vHrCLiIM
50,0.018590164,0.716937355,241341,0.845402766,0.0624,2,0.254,0.825190607,1,0.0808,0.280722217,4,0.852,1,Annie,Neon Indian,0.9611028520904813,https://open.spotify.com/track/4J0DbyODwZJcmIAiTSJfMF
51,0.064117932,0.670533643,224480,0.839300244,0.112,7,0.141,0.819457152,0,0.0292,0.493468321,4,0.745,1,The Chase,Future Islands,0.9729156380026341,https://open.spotify.com/track/0SANWT6WZgajOViFe0EkCO
52,0.458289911,0.454756381,215613,0.445687551,0.000181,6,0.178,0.793992071,1,0.0267,0.161478259,4,0.532,1,Coming Home,Leon Bridges,0.9475644336450776,https://open.spotify.com/track/6Iocm6VMu6bVNYwiDoyQFW
53,0.128640729,0.221577726,286960,0.76810415,0.0787,7,0.0873,0.787801159,1,0.0335,0.156818606,4,0.186,1,Wishes,Beach House,0.8858578246924904,https://open.spotify.com/track/5rpCUsEfBLIumvrxrahnKF
54,0.247234032,0.642691415,254769,0.521969081,0.0,7,0.0803,0.744068314,1,0.0366,0.479460203,4,0.301,1,White Iverson,Post Malone,0.9969128443242344,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
55,0.120600505,0.475638051,213622,0.591131001,0.0,11,0.504,0.707075328,0,0.187,0.416610292,5,0.486,1,I Know There's Gonna Be (Good Times),Jamie xx,0.9819652645065412,https://open.spotify.com/track/2fHFLyzAQYlguX5q0DfKlD
56,0.004278565,0.607888631,283067,0.624694874,0.277,8,0.122,0.680756328,0,0.0427,0.356641318,4,0.176,1,Loud Places,Jamie xx,0.9744923370717697,https://open.spotify.com/track/1jy7SkRcmBCTcv4ZMtwz29
57,0.193967549,0.552204176,238307,0.241253051,0.138,2,0.0992,0.549283318,1,0.0647,0.42106583,4,0.0359,1,L$D,A$AP Rocky,0.9732618464211873,https://open.spotify.com/track/4S7YHmlWwfwArgd8LfSPud
58,0.017484633,0.733178654,113373,0.434499593,9.4e-05,5,0.0622,0.738761818,0,0.127,0.584241159,4,0.599,1,Dopeman,Vince Staples,0.96569089080983,https://open.spotify.com/track/1hkerQkEkctLntTsgqQO0R
59,0.000391117,0.199535963,311360,0.784377543,0.865,2,0.272,0.898780116,1,0.0378,0.193903378,4,0.136,1,California Nights,Best Coast,0.8631486655446358,https://open.spotify.com/track/6CD37LkxteXBNh1NrFHEum
60,0.437184323,0.580046404,287427,0.242270138,0.471,2,0.0941,0.571424215,1,0.0331,0.260829756,4,0.328,1,Baby,Ariel Pink's Haunted Graffiti,0.9502843459979404,https://open.spotify.com/track/6epn3r7S14KUqlReYr77hA
61,0.25828934,0.506960557,225347,0.652156225,0.000171,9,0.2,0.744068314,0,0.0469,0.18533055,4,0.671,1,Ain't No Love In The Heart Of The City - Single Version,"Bobby ""Blue"" Bland",0.9730693085163625,https://open.spotify.com/track/4qYHnP5AmKzXbJhciPV8si
62,0.000142875,0.484918794,293646,0.946094386,0.753,9,0.667,0.806861848,1,0.0406,0.263226649,4,0.87,1,Fail to Cry,Yacht Club,0.9206343036480972,https://open.spotify.com/track/229GPsrNVDH5sZKPW4ngmz
63,0.274369788,0.778422274,232251,0.696908055,0.0,0,0.174,0.806831351,0,0.0572,0.537691285,4,0.887,1,Evil Friends (feat. Danny Brown) - Jake One Remix,Portugal. The Man,0.9967679620113918,https://open.spotify.com/track/7wQB9MXmWvzrieBO481NW3
64,0.375877616,0.495359629,223720,0.712164361,3.5e-06,1,0.17,0.668892955,1,0.0633,0.199793552,4,0.785,1,Ikimiz Bir Fidaniz - Baris K Edit,Umit Aksu Orkestrasi,0.9608337717645944,https://open.spotify.com/track/1V7gh6VdIZcPWyjUZAhrOO
65,0.00267052,0.504640371,186397,0.602318959,0.771,0,0.33,0.701707838,1,0.0578,0.146974433,4,0.259,1,Sentimental Trash,Sweet Valley,0.9508692706231864,https://open.spotify.com/track/0SyfvSgnnOh4i3CsRWEPe1
66,0.000545891,0.551044084,279240,0.436533767,0.051,2,0.335,0.753491918,0,0.03,0.421147476,4,0.361,1,Get Away,CHVRCHES,0.9712286543838373,https://open.spotify.com/track/57sDtH9dknl9YHqNgmMWS0
67,0.007846414,0.878190255,213786,0.505695688,1.45e-05,0,0.134,0.770570296,1,0.0775,0.467079173,4,0.277,1,Look At Wrist,Father,0.9716586981243288,https://open.spotify.com/track/175j3JvvIgpYzlcdg7YNmX
68,0.125625645,0.700696056,334173,0.490439382,0.89,10,0.104,0.681762733,0,0.0433,0.449898526,4,0.472,1,Our Love,Caribou,0.9914606597420691,https://open.spotify.com/track/5qbg0ytztMOfYJOPxZoZpD
69,0.00158509,0.852668213,134062,0.830146461,0.0,2,0.154,0.867124123,1,0.0995,0.339414015,4,0.251,1,I Ain't Trippin off Nothin,Ezale,0.9684353118031621,https://open.spotify.com/track/4VqLm4L1iAy8UwwsWrZLUA
70,0.013263515,0.794663573,330920,0.776240846,0.666,0,0.109,0.842086002,1,0.0399,0.42072175,4,0.797,1,They Don't Know - Original Mix,Disciples,0.9758204487071003,https://open.spotify.com/track/61BelHHS1kfXAmMMchw43o
71,0.786934065,0.549883991,196627,0.634865745,0.569,0,0.331,0.809728576,1,0.03,0.444113325,4,0.197,1,Sabali,Amadou & Mariam,0.9296382323838861,https://open.spotify.com/track/0jHZ5yXOZNKvtwPGSgL0gX
72,0.520601647,0.650812065,155133,0.705044752,2.08e-05,4,0.175,0.800396462,0,0.0289,0.341670943,4,0.967,1,Spooky,Dusty Springfield,0.9778236368603512,https://open.spotify.com/track/4aT2W9wchQKAimxVFSRIva
73,0.05507268,0.749419954,239908,0.852522376,0.13,10,0.0188,0.828972248,0,0.0427,0.346266446,4,0.887,1,Pick Up The Pieces,Average White Band,0.9712601254717872,https://open.spotify.com/track/65iqcLmrli2xc7L84ylh4w
74,0.730652498,0.445475638,160400,0.949145647,0.0,10,0.0904,0.83778591,1,0.105,0.48017169,4,0.936,1,Have Love Will Travel,The Sonics,0.9180312768189879,https://open.spotify.com/track/2uXkW8uJcOIhlbUatEPLPs
75,0.000311719,0.38863109,293533,0.918633035,0.000215,11,0.769,0.847880451,0,0.0471,0.333343053,4,0.297,1,Capitol,TR/ST,0.9136996476755793,https://open.spotify.com/track/0cYUfSFxY55Ppzf6ylU1gM
76,0.341706664,0.401392111,386760,0.574857608,0.821,7,0.0737,0.761390668,1,0.0278,0.165688859,4,0.324,1,Uncast Shadow Of A Southern Myth,Parquet Courts,0.9563385933623199,https://open.spotify.com/track/1HSpqiNMjRunNjItNkJ0Kf
77,0.472360303,0.481438515,232453,0.439585028,1.86e-05,9,0.0519,0.757426045,1,0.0289,0.212880237,3,0.549,1,I Shall Be Released - Remastered,Nina Simone,0.957597273425532,https://open.spotify.com/track/1IoRkyadylakMOukD7uN67
78,0.859296081,0.455916473,378253,0.205655004,0.463,3,0.598,0.601250381,0,0.0351,0.187529159,4,0.194,1,Words I Don't Remember,How To Dress Well,0.797446057439269,https://open.spotify.com/track/69tms8bn7pYZck6hJw6X1e
79,0.005042386,0.356148492,196933,0.722335232,1.54e-05,2,0.266,0.821622446,1,0.0371,0.20449986,4,0.174,1,To The Top,Twin Shadow,0.9189188337422772,https://open.spotify.com/track/7aoXtA1MVDCznEqNOvTWet
80,0.557787683,0.776102088,187210,0.574857608,0.00155,8,0.116,0.753888381,1,0.0588,0.197227536,4,0.733,1,Them Changes (feat. Flying Lotus & Kamasi Washington),Thundercat,0.9628558816781536,https://open.spotify.com/track/6kXFzgxwv63pkR99mRuA2v
81,0.186932353,0.683294664,221350,0.701993491,0.0,10,0.148,0.818816712,0,0.252,0.560989549,4,0.403,1,Aquafina (feat. GoldLink & Chaz French),Falcons,0.9903453446854941,https://open.spotify.com/track/74pqkL4CBWKPS8TXjeFigf
82,0.025022343,0.650812065,201049,0.823026851,0.627,1,0.0533,0.748032937,0,0.222,0.619045675,4,0.921,1,Hot Blur,How Sad,0.959495049702647,https://open.spotify.com/track/08OTqB3xjsLa5EZb9Fu2Lw
83,0.010851448,0.216937355,257867,0.315500407,0.854,6,0.0742,0.509210125,0,0.0366,0.746600028,4,0.46,1,Summer Madness,Kool & The Gang,0.8186864908227469,https://open.spotify.com/track/5BxHfyGk49gqbg5BdW6FO4
84,0.193967549,0.864269142,460400,0.730471928,0.000219,10,0.749,0.779414456,0,0.237,0.291452832,4,0.761,1,The Payback,James Brown,0.9855555025005781,https://open.spotify.com/track/5OcyX5eg7VrJuI833qOCUc
85,0.019293683,0.576566125,275533,0.731489015,0.263,5,0.0771,0.723726746,0,0.0343,0.339268219,4,0.853,1,I'm In Love,Fool's Gold,0.9661013327986517,https://open.spotify.com/track/12g9IeQzX7xECLNxz8dpb5
86,0.007796163,0.900232019,429897,0.493490643,0.292,1,0.0771,0.671180238,1,0.0571,0.434018382,4,0.868,1,I Need You Tonight,Punkin Machine,0.9639851547935421,https://open.spotify.com/track/52Iro1e1FR4w59jyOLawDh
87,0.170851905,0.541763341,206240,0.742676973,0.000406,7,0.376,0.762061604,1,0.076,0.300620509,4,0.76,1,Everybody Likes Something Good,Ify Jerry Crusade,0.9763536085429451,https://open.spotify.com/track/6wKN8Gkr9ydmOwHn91uyRh
88,0.022208264,0.561484919,234987,0.664361269,1.65e-05,5,0.0527,0.729765172,0,0.0729,0.647336008,4,0.958,1,Dadje Von O Von Non,Gnonnas Pédro,0.9563017362719031,https://open.spotify.com/track/4bkIej36kkH9cQakZYeVO5
89,0.039896757,0.770301624,302840,0.541293735,0.272,1,0.0378,0.661207685,1,0.262,0.260940562,4,0.68,1,Sugah Daddy,D'Angelo,0.9740873498627077,https://open.spotify.com/track/53l4LGUeZKCDZI1u25kQDN
90,0.021404242,0.709976798,321933,0.542310822,0.0,11,0.512,0.714089661,1,0.386,0.469056172,4,0.72,1,International Players Anthem,Swishahouse,0.9796452829721826,https://open.spotify.com/track/1wSLX9nWj4EsvWwv4275HR
91,0.045625417,0.800464037,268421,0.672497966,0.0,1,0.0929,0.872064654,1,0.0491,0.38599888,4,0.399,1,Swerve,ILoveMakonnen,0.9829955085950971,https://open.spotify.com/track/5H03zctPfGEBSUVuzBXu9q
92,0.006750934,0.874709977,213246,0.601301871,1.06e-05,0,0.14,0.842512961,1,0.0645,0.46722497,4,0.249,1,Look At Wrist,Father,0.9773629982975818,https://open.spotify.com/track/175j3JvvIgpYzlcdg7YNmX
93,0.004901682,0.555684455,467587,0.872864117,0.0365,1,0.113,0.830466606,0,0.0448,0.449857703,4,0.566,1,Let It Happen,Tame Impala,0.9516423533632408,https://open.spotify.com/track/2X485T9Z5Ly0xyaghN73ed
94,0.004208213,0.726218097,213053,0.738608625,0.0,6,0.147,0.914730101,1,0.0531,0.467819819,4,0.533,1,My Way (feat. Monty),Fetty Wap,0.975600539968494,https://open.spotify.com/track/1WoOzgvz6CgH4pX6a1RKGp
95,0.170851905,0.571925754,214150,0.81285598,0.0,9,0.218,0.890332418,0,0.0677,0.56070962,4,0.601,1,Walk,Kwabs,0.9749663359053292,https://open.spotify.com/track/5emQyqYHyUOcuS3nsuC0sm
96,0.060700837,0.785382831,333520,0.787428804,0.0,0,0.0338,0.759042391,1,0.0396,0.397860875,4,0.833,1,The Magnificent Seven - Remastered,The Clash,0.977378344944199,https://open.spotify.com/track/3Ro71R8Vpy166E2PuQDSc8
97,0.057384244,0.320185615,247390,0.774206672,0.0172,9,0.303,0.784050015,0,0.0374,0.367150322,4,0.689,1,NOBO,Tijuana Panthers,0.9261683654517108,https://open.spotify.com/track/3TKiI29KaGwbPY4L4oKDLt
98,0.71959719,0.653132251,427227,0.415174939,0.518,11,0.0765,0.733943275,0,0.0475,0.525887608,4,0.649,1,The Gaudy Side of Town,Gayngs,0.9337063706452287,https://open.spotify.com/track/5oq5kmKIKbcJYLJXhBmmLh
99,0.015173068,0.6774942,299799,0.575874695,0.0,9,0.368,0.811375419,1,0.055,0.502414388,4,0.463,1,U Mad,Vic Mensa,0.9780772507386064,https://open.spotify.com/track/3KiEydhjn7yf58h9jBD5Sa
100,0.229143528,0.589327146,315595,0.981692433,0.00661,1,0.487,0.859499848,1,0.059,0.350786134,4,0.805,1,Slumlord,Neon Indian,0.9600103091637402,https://open.spotify.com/track/35il0NWi5PAU6itkzh3blV
101,0.017082622,0.519721578,237480,0.73352319,5.74e-05,9,0.178,0.831808478,1,0.0844,0.30326234,4,0.267,1,Leave A Trace,CHVRCHES,0.9576828833174517,https://open.spotify.com/track/5gPvJIm1lXEKiefB0pFmxs
102,0.24823906,0.467517401,292760,0.638934093,0.0,5,0.106,0.799725526,0,0.816,0.885672296,4,0.943,1,Willing & Able,Disclosure,0.9299815932609931,https://open.spotify.com/track/29rBJWizgnVht4qXpHyDxh
103,0.123615589,0.668213457,236760,0.791497152,0.0,1,0.0805,0.846752059,0,0.105,0.478731221,4,0.46,1,White Girl,Shy Glizzy,0.9831909120980137,https://open.spotify.com/track/0f2dXUIZ7Y2HcLIme52spz
104,0.007082593,0.74361949,213375,0.771155411,0.032,0,0.772,0.865355291,1,0.0533,0.479180274,4,0.347,1,Maneuvering,ILoveMakonnen,0.9751745453388647,https://open.spotify.com/track/2v0cvcRLvyXGIZNH7UxQji
105,0.181907213,0.451276102,160907,0.767087063,0.0,4,0.0921,0.794906984,1,0.042,0.477034151,4,0.814,1,Be My Baby,The Ronettes,0.9653776780127814,https://open.spotify.com/track/2G2YzndIA6jeWFPBXhUjh5
106,0.379897728,0.445475638,159253,0.811838893,0.0293,4,0.276,0.833089357,1,0.0392,0.351970001,4,0.855,1,Why Don't They Let Us Fall in Love,The Ronettes,0.9589574672369117,https://open.spotify.com/track/7c29IdDhQ6M9Eo3yFNGd1G
107,0.680401098,0.453596288,162040,0.48738812,6.43e-05,0,0.143,0.854681305,1,0.0315,0.513407437,4,0.521,1,Will You Love Me Tomorrow,The Shirelles,0.929013790141773,https://open.spotify.com/track/4QMvxtZGcmvwWtmmoiRs5B
108,0.490450807,0.149651972,126827,0.867778682,7.34e-06,1,0.818,0.92747789,1,0.128,0.753860689,4,0.587,1,One Fine Day,The Chiffons,0.8719878358986785,https://open.spotify.com/track/6vcG9EgeqJUSmmF65lxUm6
109,0.489445779,0.506960557,111270,0.628763222,0.0,7,0.164,0.90978957,1,0.0329,0.143679435,4,0.842,1,He's So Fine - 2000 Digital Remaster,The Chiffons,0.9464783292307504,https://open.spotify.com/track/54IvcfR5Lb1f4kJ6GeEKuB
110,0.703516742,0.358468677,158685,0.67453214,6.37e-06,4,0.199,0.767063129,1,0.0365,0.513553233,4,0.632,1,Then He Kissed Me,The Crystals,0.9095075048413934,https://open.spotify.com/track/7jeOETwLUP84mPQzxlD5nh
111,0.405023427,0.650812065,142333,0.707078926,0.0,9,0.086,0.78231168,1,0.114,0.468426332,4,0.93,1,It's My Party,Lesley Gore,0.9901459767645069,https://open.spotify.com/track/1Pq47iFLC5U7j8xeNiNcuS
112,0.65929551,0.763341067,149440,0.594182262,0.0,2,0.129,0.69673681,1,0.0329,0.427702482,4,0.967,1,Please Mr. Postman,The Marvelettes,0.9606002904366976,https://open.spotify.com/track/6jX5mso4x00c1EiNMrTU9U
113,0.009082599,0.570765661,196352,0.907445077,0.000131,4,0.36,0.932021958,0,0.143,0.437663292,4,0.354,1,Fiesta - Remix,Bomba Estéreo,0.9517118026645662,https://open.spotify.com/track/4bCQEjAYoXY5ZTX670IuVT
114,0.141706093,0.625290023,196615,0.525020342,0.0,7,0.136,0.70094541,0,0.548,0.264929551,5,0.657,1,Queen's Speech 4,Lady Leshurr,0.9927384442776149,https://open.spotify.com/track/2l4UVfs8CyBJWLqUmjekDw
